Days for shipping (real),Days for shipment (scheduled),Delivery Status,Customer Segment,Latitude,Longitude,Order City,order date (DateOrders),Order Item Id,Order Item Quantity,Order State,shipping date (DateOrders),Shipping Mode,User ID,Admin Recomended Slots/Previous Optimized Delivered Slots,Parcel Delivered in This Slot,Machine Prediction
5,4,Late delivery,Consumer,37.97107697,-121.7875137,Ludhiana,11/29/2015 15:39,57038,1,Punyab,4/12/2015 15:39,Standard Class,847,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
5,4,Late delivery,Consumer,37.97107697,-121.7875137,Ludhiana,11/29/2015 15:39,57039,3,Punyab,4/12/2015 15:39,Standard Class,847,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
5,4,Late delivery,Consumer,37.97107697,-121.7875137,Ludhiana,11/29/2015 15:39,57037,3,Punyab,4/12/2015 15:39,Standard Class,847,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Consumer,33.99019623,-117.924057,Kukatpalli,1/17/2016 12:36,65431,5,Telangana,1/20/2016 12:36,Standard Class,853,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Consumer,33.99019623,-117.924057,Kukatpalli,1/17/2016 12:36,65433,1,Telangana,1/20/2016 12:36,Standard Class,853,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Consumer,33.99019623,-117.924057,Kukatpalli,1/17/2016 12:36,65430,3,Telangana,1/20/2016 12:36,Standard Class,853,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Consumer,33.99019623,-117.924057,Kukatpalli,1/17/2016 12:36,65432,1,Telangana,1/20/2016 12:36,Standard Class,853,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Consumer,18.22412682,-66.04711914,Puducherry,12/22/2015 15:26,60943,1,Puducherry,12/24/2015 15:26,First Class,863,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Consumer,18.22412682,-66.04711914,Puducherry,12/22/2015 15:26,60944,5,Puducherry,12/24/2015 15:26,First Class,863,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,39.92071915,-91.39421082,Sangli,11/1/2016 13:39,64438,1,Maharashtra,1/16/2016 13:39,Standard Class,866,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,39.92071915,-91.39421082,Sangli,11/1/2016 13:39,64437,1,Maharashtra,1/16/2016 13:39,Standard Class,866,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5,4,Late delivery,Consumer,39.92071915,-91.39421082,Sangli,11/1/2016 13:39,64435,1,Maharashtra,1/16/2016 13:39,Standard Class,866,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,39.92071915,-91.39421082,Sangli,11/1/2016 13:39,64436,2,Maharashtra,1/16/2016 13:39,Standard Class,866,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,39.92071915,-91.39421082,Sangli,11/1/2016 13:39,64434,2,Maharashtra,1/16/2016 13:39,Standard Class,866,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
6,4,Shipping canceled,Consumer,34.07167816,-117.9440765,Hubli,12/19/2015 10:43,60411,5,Karnataka,12/25/2015 10:43,Standard Class,878,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
6,4,Shipping canceled,Consumer,34.07167816,-117.9440765,Hubli,12/19/2015 10:43,60413,2,Karnataka,12/25/2015 10:43,Standard Class,878,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
6,4,Shipping canceled,Consumer,34.07167816,-117.9440765,Hubli,12/19/2015 10:43,60412,3,Karnataka,12/25/2015 10:43,Standard Class,878,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2,2,Shipping on time,Consumer,45.4770813,-12.27913284,Bihar Sharif,7/1/2016 19:16,63804,1,Bihar,9/1/2016 19:16,Second Class,891,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2,2,Shipping on time,Consumer,45.4770813,-12.27913284,Bihar Sharif,7/1/2016 19:16,63803,2,Bihar,9/1/2016 19:16,Second Class,891,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Home Office,29.64259911,-95.71518707,Durgapur,8/3/2016 8:09,74107,3,Bengala Occidental,10/3/2016 8:09,First Class,954,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Home Office,29.64259911,-95.71518707,Durgapur,8/3/2016 8:09,74109,1,Bengala Occidental,10/3/2016 8:09,First Class,954,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Home Office,29.64259911,-95.71518707,Durgapur,8/3/2016 8:09,74108,4,Bengala Occidental,10/3/2016 8:09,First Class,954,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,18.22757721,-66.04562378,Aurangabad,12/31/2015 16:39,62602,1,Bihar,5/1/2016 16:39,Standard Class,970,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,18.22757721,-66.04562378,Aurangabad,12/31/2015 16:39,62604,2,Bihar,5/1/2016 16:39,Standard Class,970,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,18.22757721,-66.04562378,Aurangabad,12/31/2015 16:39,62603,3,Bihar,5/1/2016 16:39,Standard Class,970,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2,1,Shipping canceled,Consumer,18.22757721,-66.04453278,Gorakhpur,2/18/2016 17:48,70923,2,Uttar Pradesh,2/20/2016 17:48,First Class,972,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2,1,Shipping canceled,Consumer,18.22757721,-66.04453278,Gorakhpur,2/18/2016 17:48,70922,1,Uttar Pradesh,2/20/2016 17:48,First Class,972,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3,2,Late delivery,Corporate,18.29652023,-66.04867554,Mumbai,7/12/2015 22:38,58456,1,Maharashtra,10/12/2015 22:38,Second Class,1011,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3,2,Late delivery,Corporate,18.29652023,-66.04867554,Mumbai,7/12/2015 22:38,58455,1,Maharashtra,10/12/2015 22:38,Second Class,1011,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3,2,Late delivery,Corporate,18.29652023,-66.04867554,Mumbai,7/12/2015 22:38,58454,5,Maharashtra,10/12/2015 22:38,Second Class,1011,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Consumer,41.23968124,-111.9685974,Ulhasnagar,2/29/2016 14:07,72779,4,Maharashtra,3/3/2016 14:07,Standard Class,1022,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Consumer,41.23968124,-111.9685974,Ulhasnagar,2/29/2016 14:07,72783,1,Maharashtra,3/3/2016 14:07,Standard Class,1022,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Consumer,41.23968124,-111.9685974,Ulhasnagar,2/29/2016 14:07,72780,1,Maharashtra,3/3/2016 14:07,Standard Class,1022,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Consumer,41.23968124,-111.9685974,Ulhasnagar,2/29/2016 14:07,72782,1,Maharashtra,3/3/2016 14:07,Standard Class,1022,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Consumer,41.23968124,-111.9685974,Ulhasnagar,2/29/2016 14:07,72781,1,Maharashtra,3/3/2016 14:07,Standard Class,1022,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4,4,Shipping on time,Corporate,30.23604584,-97.79588318,Ranchi,10/31/2015 0:06,51877,4,Jharkhand,4/11/2015 0:06,Standard Class,1028,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4,4,Shipping on time,Corporate,30.23604584,-97.79588318,Ranchi,10/31/2015 0:06,51880,4,Jharkhand,4/11/2015 0:06,Standard Class,1028,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Corporate,30.23604584,-97.79588318,Ranchi,10/31/2015 0:06,51878,1,Jharkhand,4/11/2015 0:06,Standard Class,1028,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
4,4,Shipping on time,Corporate,30.23604584,-97.79588318,Ranchi,10/31/2015 0:06,51876,1,Jharkhand,4/11/2015 0:06,Standard Class,1028,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4,4,Shipping on time,Corporate,30.23604584,-97.79588318,Ranchi,10/31/2015 0:06,51879,3,Jharkhand,4/11/2015 0:06,Standard Class,1028,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2,1,Late delivery,Corporate,33.83778,-118.0332108,Kalyan,12/20/2015 4:14,60528,1,Maharashtra,12/22/2015 4:14,First Class,1031,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2,1,Late delivery,Corporate,33.83778,-118.0332108,Kalyan,12/20/2015 4:14,60529,4,Maharashtra,12/22/2015 4:14,First Class,1031,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2,1,Late delivery,Corporate,33.83778,-118.0332108,Kalyan,12/20/2015 4:14,60530,1,Maharashtra,12/22/2015 4:14,First Class,1031,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
1,0,Late delivery,Consumer,18.29652023,-66.04867554,Guwahati,1/13/2016 23:49,64814,1,Assam,1/14/2016 11:49,Same Day,1044,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
1,0,Late delivery,Consumer,18.29652023,-66.04867554,Guwahati,1/13/2016 23:49,64813,1,Assam,1/14/2016 11:49,Same Day,1044,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
0,0,Shipping on time,Consumer,29.45903015,-98.52767181,Hyderabad,1/27/2016 8:23,67162,1,Telangana,1/27/2016 20:23,Same Day,1046,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
0,0,Shipping on time,Consumer,29.45903015,-98.52767181,Hyderabad,1/27/2016 8:23,67163,1,Telangana,1/27/2016 20:23,Same Day,1046,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
6,4,Late delivery,Home Office,18.27771187,-66.37052918,Jodhpur,2/16/2016 10:06,70479,1,Guyarat,2/22/2016 10:06,Standard Class,1058,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
6,4,Late delivery,Home Office,18.27771187,-66.37052918,Jodhpur,2/16/2016 10:06,70481,5,Guyarat,2/22/2016 10:06,Standard Class,1058,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6,4,Late delivery,Home Office,18.27771187,-66.37052918,Jodhpur,2/16/2016 10:06,70480,1,Guyarat,2/22/2016 10:06,Standard Class,1058,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
2,1,Late delivery,Consumer,32.77589798,-96.68588257,Bilaspur,11/27/2015 21:15,56726,1,Uttar Pradesh,11/29/2015 21:15,First Class,1063,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2,1,Late delivery,Consumer,32.77589798,-96.68588257,Bilaspur,11/27/2015 21:15,56723,1,Uttar Pradesh,11/29/2015 21:15,First Class,1063,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Consumer,32.77589798,-96.68588257,Bilaspur,11/27/2015 21:15,56724,5,Uttar Pradesh,11/29/2015 21:15,First Class,1063,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Consumer,32.77589798,-96.68588257,Bilaspur,11/27/2015 21:15,56725,4,Uttar Pradesh,11/29/2015 21:15,First Class,1063,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
4,2,Late delivery,Consumer,33.97929382,-118.289093,Dewas,1/30/2016 18:01,67757,1,Madhya Pradesh,3/2/2016 18:01,Second Class,1078,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
4,2,Late delivery,Consumer,33.97929382,-118.289093,Dewas,1/30/2016 18:01,67756,1,Madhya Pradesh,3/2/2016 18:01,Second Class,1078,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
4,2,Late delivery,Consumer,33.97929382,-118.289093,Dewas,1/30/2016 18:01,67755,1,Madhya Pradesh,3/2/2016 18:01,Second Class,1078,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4,2,Late delivery,Consumer,33.97929382,-118.289093,Dewas,1/30/2016 18:01,67754,3,Madhya Pradesh,3/2/2016 18:01,Second Class,1078,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
6,2,Late delivery,Corporate,38.48671341,-121.459343,Bangalore,12/22/2015 17:32,60956,4,Karnataka,12/28/2015 17:32,Second Class,1081,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
6,2,Late delivery,Corporate,38.48671341,-121.459343,Bangalore,12/22/2015 17:32,60955,1,Karnataka,12/28/2015 17:32,Second Class,1081,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6,2,Late delivery,Corporate,38.48671341,-121.459343,Bangalore,12/22/2015 17:32,60954,1,Karnataka,12/28/2015 17:32,Second Class,1081,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5,4,Late delivery,Consumer,40.79833603,-74.19944,Surat,12/14/2015 23:30,59658,5,Guyarat,12/19/2015 23:30,Standard Class,1094,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
5,4,Late delivery,Consumer,40.79833603,-74.19944,Surat,12/14/2015 23:30,59657,1,Guyarat,12/19/2015 23:30,Standard Class,1094,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,40.79833603,-74.19944,Surat,12/14/2015 23:30,59659,3,Guyarat,12/19/2015 23:30,Standard Class,1094,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,40.79833603,-74.19944,Surat,12/14/2015 23:30,59656,3,Guyarat,12/19/2015 23:30,Standard Class,1094,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Corporate,18.24341583,-66.37055206,Aurangabad,12/31/2015 16:18,62599,1,Bihar,4/1/2016 16:18,Standard Class,1128,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Corporate,18.24341583,-66.37055206,Aurangabad,12/31/2015 16:18,62600,2,Bihar,4/1/2016 16:18,Standard Class,1128,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Corporate,18.24341583,-66.37055206,Aurangabad,12/31/2015 16:18,62601,3,Bihar,4/1/2016 16:18,Standard Class,1128,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Consumer,18.29127121,-66.37050629,Pimpri,4/12/2015 14:04,57903,1,Maharashtra,7/12/2015 14:04,Standard Class,1139,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
3,4,Advance shipping,Consumer,18.29127121,-66.37050629,Pimpri,4/12/2015 14:04,57902,1,Maharashtra,7/12/2015 14:04,Standard Class,1139,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Consumer,18.29127121,-66.37050629,Pimpri,4/12/2015 14:04,57905,2,Maharashtra,7/12/2015 14:04,Standard Class,1139,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
3,4,Advance shipping,Consumer,18.29127121,-66.37050629,Pimpri,4/12/2015 14:04,57906,3,Maharashtra,7/12/2015 14:04,Standard Class,1139,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2,4,Advance shipping,Consumer,40.0230751,-82.8732605,Bareilly,11/18/2015 15:50,55119,1,Uttar Pradesh,11/20/2015 15:50,Standard Class,1145,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2,4,Advance shipping,Consumer,40.0230751,-82.8732605,Bareilly,11/18/2015 15:50,55118,3,Uttar Pradesh,11/20/2015 15:50,Standard Class,1145,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,18.24826241,-66.37055969,Kanpur,2/14/2016 5:12,70135,1,Uttar Pradesh,2/19/2016 5:12,Standard Class,1151,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
5,4,Late delivery,Consumer,18.24826241,-66.37055969,Kanpur,2/14/2016 5:12,70137,1,Uttar Pradesh,2/19/2016 5:12,Standard Class,1151,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
5,4,Late delivery,Consumer,18.24826241,-66.37055969,Kanpur,2/14/2016 5:12,70136,4,Uttar Pradesh,2/19/2016 5:12,Standard Class,1151,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
5,4,Late delivery,Consumer,18.24826241,-66.37055969,Kanpur,2/14/2016 5:12,70138,4,Uttar Pradesh,2/19/2016 5:12,Standard Class,1151,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Consumer,18.24826241,-66.37055969,Kanpur,2/14/2016 5:12,70139,1,Uttar Pradesh,2/19/2016 5:12,Standard Class,1151,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
3,2,Late delivery,Home Office,33.81931305,-84.17552948,Mumbai,1/21/2016 21:42,66184,1,Maharashtra,1/24/2016 21:42,Second Class,1159,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
3,2,Late delivery,Home Office,33.81931305,-84.17552948,Mumbai,1/21/2016 21:42,66188,1,Maharashtra,1/24/2016 21:42,Second Class,1159,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
3,2,Late delivery,Home Office,33.81931305,-84.17552948,Mumbai,1/21/2016 21:42,66185,1,Maharashtra,1/24/2016 21:42,Second Class,1159,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
3,2,Late delivery,Home Office,33.81931305,-84.17552948,Mumbai,1/21/2016 21:42,66187,2,Maharashtra,1/24/2016 21:42,Second Class,1159,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
3,2,Late delivery,Home Office,33.81931305,-84.17552948,Mumbai,1/21/2016 21:42,66186,1,Maharashtra,1/24/2016 21:42,Second Class,1159,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Consumer,34.20909119,-118.5710068,Ludhiana,2/12/2015 7:03,57489,1,Punyab,4/12/2015 7:03,First Class,1162,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
2,1,Late delivery,Consumer,34.20909119,-118.5710068,Ludhiana,2/12/2015 7:03,57487,1,Punyab,4/12/2015 7:03,First Class,1162,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
2,1,Late delivery,Consumer,34.20909119,-118.5710068,Ludhiana,2/12/2015 7:03,57491,4,Punyab,4/12/2015 7:03,First Class,1162,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
2,1,Late delivery,Consumer,34.20909119,-118.5710068,Ludhiana,2/12/2015 7:03,57490,5,Punyab,4/12/2015 7:03,First Class,1162,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
2,1,Late delivery,Consumer,34.20909119,-118.5710068,Ludhiana,2/12/2015 7:03,57488,5,Punyab,4/12/2015 7:03,First Class,1162,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
6,4,Late delivery,Corporate,18.22088432,-66.37056732,Sangli,2/16/2016 3:06,70436,1,Maharashtra,2/22/2016 3:06,Standard Class,1163,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
6,4,Late delivery,Corporate,18.22088432,-66.37056732,Sangli,2/16/2016 3:06,70437,4,Maharashtra,2/22/2016 3:06,Standard Class,1163,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
6,4,Late delivery,Corporate,18.22088432,-66.37056732,Sangli,2/16/2016 3:06,70435,5,Maharashtra,2/22/2016 3:06,Standard Class,1163,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
6,4,Late delivery,Corporate,18.22088432,-66.37056732,Sangli,2/16/2016 3:06,70434,2,Maharashtra,2/22/2016 3:06,Standard Class,1163,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Consumer,25.9354763,-80.3160553,Tirunelveli,6/2/2016 4:10,68803,1,Tamil Nadu,10/2/2016 4:10,Standard Class,1178,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Consumer,25.9354763,-80.3160553,Tirunelveli,6/2/2016 4:10,68804,2,Tamil Nadu,10/2/2016 4:10,Standard Class,1178,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
4,4,Shipping on time,Consumer,25.9354763,-80.3160553,Tirunelveli,6/2/2016 4:10,68805,3,Tamil Nadu,10/2/2016 4:10,Standard Class,1178,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
4,4,Shipping on time,Consumer,25.9354763,-80.3160553,Tirunelveli,6/2/2016 4:10,68802,4,Tamil Nadu,10/2/2016 4:10,Standard Class,1178,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5,2,Late delivery,Corporate,18.21907234,-66.3705368,Jodhpur,10/11/2015 23:12,53767,1,Rajastan,11/15/2015 23:12,Second Class,1184,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
5,2,Late delivery,Corporate,18.21907234,-66.3705368,Jodhpur,10/11/2015 23:12,53766,4,Rajastan,11/15/2015 23:12,Second Class,1184,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
3,4,Advance shipping,Corporate,18.21907234,-66.3705368,Ghaziabad,3/15/2016 4:27,75211,3,Uttar Pradesh,3/18/2016 4:27,Standard Class,1184,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM
5,2,Late delivery,Corporate,18.21907234,-66.3705368,Jodhpur,10/11/2015 23:12,53769,3,Rajastan,11/15/2015 23:12,Second Class,1184,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5,2,Late delivery,Corporate,18.21907234,-66.3705368,Jodhpur,10/11/2015 23:12,53768,2,Rajastan,11/15/2015 23:12,Second Class,1184,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Corporate,33.45067978,-111.9264069,Mumbai,1/12/2015 21:57,57436,1,Maharashtra,6/12/2015 21:57,Standard Class,1225,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5,4,Late delivery,Corporate,33.45067978,-111.9264069,Mumbai,1/12/2015 21:57,57438,1,Maharashtra,6/12/2015 21:57,Standard Class,1225,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5,4,Late delivery,Corporate,33.45067978,-111.9264069,Mumbai,1/12/2015 21:57,57437,1,Maharashtra,6/12/2015 21:57,Standard Class,1225,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM
4,2,Late delivery,Corporate,33.45067978,-111.9264069,Allahabad,1/17/2016 2:26,65364,1,Uttar Pradesh,1/21/2016 2:26,Second Class,1225,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4,2,Late delivery,Corporate,33.45067978,-111.9264069,Allahabad,1/17/2016 2:26,65365,1,Uttar Pradesh,1/21/2016 2:26,Second Class,1225,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
4,2,Late delivery,Corporate,33.45067978,-111.9264069,Allahabad,1/17/2016 2:26,65363,3,Uttar Pradesh,1/21/2016 2:26,Second Class,1225,03:00 PM - 05:00 PM,10:00 AM - 12:00 PM,03:00 PM - 05:00 PM
5,2,Late delivery,Home Office,35.94494247,-79.00052643,Indore,12/31/2015 7:53,62537,1,Madhya Pradesh,5/1/2016 7:53,Second Class,1236,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM
5,2,Late delivery,Home Office,35.94494247,-79.00052643,Indore,12/31/2015 7:53,62538,4,Madhya Pradesh,5/1/2016 7:53,Second Class,1236,03:00 PM - 05:00 PM,12:00 PM - 03:00 PM,03:00 PM - 05:00 PM
5,2,Late delivery,Home Office,35.94494247,-79.00052643,Indore,12/31/2015 7:53,62539,1,Madhya Pradesh,5/1/2016 7:53,Second Class,1236,12:00 PM - 03:00 PM,10:00 AM - 12:00 PM,12:00 PM - 03:00 PM
5,2,Late delivery,Home Office,35.94494247,-79.00052643,Indore,12/31/2015 7:53,62536,4,Madhya Pradesh,5/1/2016 7:53,Second Class,1236,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM,12:00 PM - 03:00 PM
5,4,Shipping canceled,Home Office,18.26007271,-66.37057495,Imphal,10/26/2015 4:50,50995,1,Manipur,10/31/2015 4:50,Standard Class,1266,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM,03:00 PM - 05:00 PM
